timestamp,phase,cpu_percent,mem_rss_mb
1783125308.8110178,pull,0.0,11.164
1783125308.8457024,pull,0.0,11.164
1783125308.8785646,pull,0.0,11.164
1783125308.914393,pull,0.0,11.516
1783125308.947307,pull,0.0,11.516
1783125308.9799461,pull,0.0,11.516
1783125309.0199952,pull,25.0,0.0
1783125309.0620322,commit,0.0,0.0
1783125309.1011586,push,0.0,11.105
1783125309.135258,push,0.0,11.105
1783125309.168828,push,0.0,11.105
1783125309.2033234,push,0.0,11.43
1783125309.2363472,push,0.0,11.43
1783125309.2693942,push,0.0,11.43
1783125309.3070421,push,0.0,11.496
1783125309.339666,push,0.0,11.496
1783125309.3740976,push,0.0,11.496
1783125309.4095662,push,0.0,11.496
1783125309.4426577,push,0.0,11.496
1783125309.476014,push,0.0,11.496
1783125309.5136018,push,26.6,11.496
1783125309.5467892,push,0.0,11.496
1783125309.5803952,push,0.0,11.496
1783125309.61551,push,0.0,11.496
1783125309.648915,push,0.0,11.496
1783125309.6858177,push,0.0,11.496
1783125309.7246003,push,0.0,11.496
