timestamp,phase,cpu_percent,mem_mb
1783133426.3855875,clone,0.0,3.16
1783133426.4057827,clone,0.0,2.66
1783133426.4261081,clone,0.24,2.85
1783133426.4464977,clone,0.0,2.85
1783133426.4668527,clone,0.0,2.85
1783133426.48726,clone,1.5,2.94
1783133426.5076098,clone,0.0,2.94
1783133426.5280287,clone,0.24,2.71
1783133426.5483067,clone,0.0,2.03
1783133426.5685635,add,0.0,1.91
1783133426.5887687,add,0.0,1.91
1783133426.609088,commit,0.0,1.79
1783133426.6297212,commit,0.0,1.79
1783133426.65018,push,1.17,2.65
1783133426.6705303,push,0.0,2.4
1783133426.6909318,push,2.14,3.32
