phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1833019256591797,0,0.016777,19.3828125
add,0.031566619873046875,0,0.002251,19.5078125
commit,0.03225445747375488,0,0.006737,19.5078125
push,0.06310772895812988,0,0.008888,19.5078125
