timestamp,phase,cpu_percent,mem_mb
1783133411.510237,clone,0.0,2.8
1783133411.5303795,clone,0.0,2.8
1783133411.5506356,clone,0.0,2.61
1783133411.5708477,clone,0.15,2.61
1783133411.5917065,clone,0.0,2.61
1783133411.6121998,clone,1.64,2.57
1783133411.6326857,clone,0.0,2.57
1783133411.653012,clone,0.19,2.3
1783133411.6732924,add,0.0,2.3
1783133411.6934385,commit,0.0,2.22
1783133411.7136853,commit,0.0,2.21
1783133411.733943,push,0.82,2.66
1783133411.754201,push,0.0,2.41
1783133411.7744381,push,1.56,3.43
