phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.24359369277954102,0,0.012077,20.109375
commit,0.035108327865600586,0,0.012171,20.109375
push,0.544226884841919,0,0.013012999999999999,20.109375
