timestamp,phase,cpu_percent,mem_mb
1783133418.297396,clone,0.0,3.3
1783133418.3175778,clone,0.0,3.05
1783133418.3380442,clone,0.31,3.05
1783133418.3584597,clone,0.0,3.05
1783133418.3789322,clone,0.0,3.05
1783133418.3996193,clone,1.14,3.32
1783133418.420622,clone,0.0,3.32
1783133418.4410918,clone,0.21,3.04
1783133418.4614851,clone,0.0,3.04
1783133418.4818022,add,0.0,3.04
1783133418.5021737,add,0.0,3.04
1783133418.5224876,commit,0.0,3.04
1783133418.542788,push,0.0,3.04
1783133418.5631177,push,0.99,3.39
1783133418.5835047,push,0.0,3.39
