timestamp,phase,cpu_percent,mem_mb
1783135963.849072,clone,0.0,4.5
1783135963.8692703,clone,0.0,3.33
1783135963.8894472,clone,0.15,3.33
1783135963.9096482,clone,0.0,3.32
1783135963.9298987,clone,0.0,3.32
1783135963.9501667,clone,1.45,3.82
1783135963.9703467,clone,0.0,3.82
1783135963.9906485,clone,0.19,3.25
1783135964.0110059,add,0.0,3.0
1783135964.0311437,commit,0.0,3.0
1783135964.0520546,commit,0.0,2.91
1783135964.07247,push,0.81,3.88
1783135964.0927534,push,0.0,3.59
1783135964.11293,push,0.56,4.27
