timestamp,phase,cpu_percent,mem_rss_mb
1783135321.560656,pull,0.0,11.277
1783135321.5885794,pull,0.0,11.277
1783135321.616379,pull,0.0,11.676
1783135321.6447186,pull,0.0,11.676
1783135321.6728795,pull,0.0,0.0
1783135321.7077286,commit,0.0,14.461
1783135321.735716,commit,107.2,29.844
1783135321.7636454,commit,107.4,43.301
1783135321.791379,commit,72.1,50.238
1783135321.8184013,commit,111.0,51.219
1783135321.8456404,commit,110.1,52.598
1783135321.8721209,commit,75.5,54.102
1783135321.8985343,commit,113.6,54.816
1783135321.924876,commit,75.9,55.484
1783135321.9514194,commit,113.0,57.402
1783135321.9777436,commit,114.0,58.672
1783135322.0042553,commit,113.2,58.938
1783135322.0308242,commit,112.9,59.73
1783135322.0576372,commit,74.6,59.949
1783135322.084266,commit,112.7,60.344
1783135322.1164412,push,0.0,11.059
1783135322.144661,push,0.0,11.059
1783135322.172634,push,0.0,11.527
1783135322.199341,push,0.0,11.527
1783135322.2267587,push,0.0,11.672
1783135322.2551212,push,0.0,11.672
1783135322.283402,push,0.0,11.699
1783135322.3119385,push,0.0,11.699
1783135322.3394282,push,0.0,11.699
1783135322.3683267,push,0.0,11.699
1783135322.3952906,push,0.0,11.699
1783135322.42277,push,0.0,11.699
1783135322.4504647,push,0.0,11.699
1783135322.4781005,push,0.0,11.699
1783135322.5056417,push,0.0,11.699
1783135322.5335803,push,0.0,11.699
1783135322.562227,push,0.0,11.699
1783135322.5895054,push,0.0,11.699
1783135322.6181588,push,0.0,11.699
1783135322.6473927,push,0.0,11.699
1783135322.6752944,push,0.0,11.699
1783135322.7042022,push,0.0,11.699
1783135322.7318406,push,0.0,11.699
1783135322.7599614,push,0.0,11.699
1783135322.787947,push,0.0,11.699
1783135322.8164692,push,0.0,11.699
1783135322.8442848,push,0.0,11.699
