timestamp,phase,cpu_percent,mem_mb
1783135321.560969,pull,0.0,52.66
1783135321.5811234,pull,6.14,52.66
1783135321.6012862,pull,5.92,52.87
1783135321.621537,pull,5.84,52.8
1783135321.641771,pull,6.16,52.8
1783135321.6620383,pull,8.29,54.58
1783135321.682452,pull,2.65,54.34
1783135321.7027879,commit,0.0,54.26
1783135321.7232144,commit,0.0,54.26
1783135321.743486,commit,0.0,54.26
1783135321.7637558,commit,0.0,54.26
1783135321.7839916,commit,0.0,54.26
1783135321.804168,commit,0.0,54.26
1783135321.8244092,commit,0.0,54.26
1783135321.8447404,commit,0.0,54.26
1783135321.8650162,commit,0.0,54.26
1783135321.8852465,commit,0.0,54.26
1783135321.9054754,commit,0.0,54.26
1783135321.92569,commit,0.0,54.26
1783135321.9458823,commit,0.0,54.26
1783135321.9661353,commit,0.0,54.26
1783135321.9863563,commit,0.0,54.26
1783135322.0066938,commit,0.03,54.26
1783135322.0269225,commit,0.0,54.26
1783135322.047218,commit,0.0,54.26
1783135322.0674334,commit,0.0,54.26
1783135322.0877485,commit,0.0,54.26
1783135322.1080725,push,0.0,54.25
1783135322.1286185,push,4.81,54.52
1783135322.1489615,push,6.12,54.52
1783135322.1692092,push,5.6,54.18
1783135322.1895576,push,6.19,54.18
1783135322.2097747,push,6.34,54.96
1783135322.230031,push,6.15,54.96
1783135322.250238,push,5.59,54.96
1783135322.2705305,push,4.71,55.02
1783135322.2908218,push,6.14,55.02
1783135322.3110492,push,3.32,55.16
1783135322.3313394,push,6.14,55.16
1783135322.3515935,push,5.91,55.7
1783135322.371841,push,4.49,55.68
1783135322.392076,push,6.13,55.68
1783135322.4123242,push,4.25,56.31
1783135322.4326184,push,6.45,56.31
1783135322.4528213,push,4.85,56.46
1783135322.473049,push,5.18,56.65
1783135322.4933212,push,6.15,56.65
1783135322.5135615,push,4.1,56.88
1783135322.5338068,push,6.16,56.87
1783135322.5540352,push,4.98,57.14
1783135322.574272,push,5.69,57.35
1783135322.5945039,push,6.4,57.35
1783135322.6147408,push,4.13,57.61
1783135322.6350877,push,6.12,57.61
1783135322.655389,push,4.38,58.22
1783135322.6756938,push,5.64,58.2
1783135322.695949,push,6.15,58.2
1783135322.7161674,push,4.05,58.63
1783135322.7364268,push,6.46,58.63
1783135322.7566524,push,4.75,59.09
1783135322.7769315,push,5.9,58.86
1783135322.7972403,push,6.13,58.86
1783135322.8174381,push,3.86,59.03
1783135322.8376083,push,2.68,59.24
1783135322.8578622,push,2.48,59.18
