phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14256668090820312,0,0.008979999999999998,20.34765625
commit,0.4093961715698242,0,0.397429,60.32421875
push,0.7596163749694824,0,0.017835999999999998,20.34765625
