timestamp,phase,cpu_percent,mem_rss_mb
1783125173.309674,pull,0.0,11.145
1783125173.34298,pull,0.0,11.145
1783125173.3765483,pull,0.0,11.145
1783125173.41036,pull,0.0,11.496
1783125173.4429286,pull,0.0,11.496
1783125173.4762473,pull,0.0,11.496
1783125173.5112286,pull,0.0,0.0
1783125173.5492957,commit,0.0,0.0
1783125173.5850513,push,0.0,11.219
1783125173.6179698,push,0.0,11.219
1783125173.6493912,push,0.0,11.219
1783125173.6807404,push,0.0,11.613
1783125173.7101207,push,0.0,11.613
1783125173.73979,push,0.0,11.68
1783125173.76863,push,0.0,11.68
1783125173.7981946,push,0.0,11.68
1783125173.8266826,push,0.0,11.68
1783125173.8547637,push,0.0,11.68
1783125173.8836951,push,0.0,11.68
1783125173.9118383,push,0.0,11.68
1783125173.9408092,push,0.0,11.68
1783125173.969723,push,0.0,0.0
