phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.1439342498779297,0,0.009495,20.34765625
commit,0.41492152214050293,0,0.394357,60.2578125
push,0.7445321083068848,0,0.017077,20.34765625
