phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.15132546424865723,0,0.014866,19.2578125
add,0.030202865600585938,0,0.002021,19.2578125
commit,0.03129887580871582,0,0.005749,19.2578125
push,0.06296801567077637,0,0.009271999999999999,19.2578125
