timestamp,phase,cpu_percent,mem_rss_mb
1783125417.4505942,pull,0.0,11.215
1783125417.4851556,pull,0.0,11.215
1783125417.5179605,pull,0.0,11.215
1783125417.5535705,pull,0.0,11.492
1783125417.5864854,pull,0.0,11.492
1783125417.618815,pull,0.0,11.492
1783125417.6571596,pull,0.0,0.0
1783125417.6989665,commit,57.3,0.0
1783125417.7384903,push,0.0,11.133
1783125417.7726374,push,0.0,11.133
1783125417.8055058,push,0.0,11.133
1783125417.8406205,push,0.0,11.457
1783125417.8732212,push,0.0,11.457
1783125417.9060578,push,0.0,11.457
1783125417.9405715,push,0.0,11.523
1783125417.9735363,push,0.0,11.523
1783125418.00965,push,0.0,11.523
1783125418.0449052,push,0.0,11.523
1783125418.07798,push,0.0,11.523
1783125418.1122878,push,0.0,11.523
1783125418.1481898,push,0.0,11.523
1783125418.1811109,push,0.0,11.523
1783125418.2152884,push,0.0,11.523
1783125418.2503142,push,0.0,11.523
1783125418.2834477,push,0.0,11.523
1783125418.3179934,push,0.0,11.523
1783125418.3567812,push,0.0,11.523
