timestamp,phase,cpu_percent,mem_mb
1783125417.4483466,pull,0.0,46.96
1783125417.468705,pull,6.41,46.96
1783125417.4890118,pull,6.13,46.96
1783125417.5093038,pull,6.13,46.96
1783125417.5297103,pull,5.82,47.41
1783125417.5500753,pull,5.76,47.28
1783125417.5705464,pull,6.38,47.28
1783125417.5908594,pull,6.11,47.28
1783125417.6111515,pull,6.13,47.28
1783125417.6314926,pull,5.87,47.3
1783125417.6518843,pull,8.31,49.88
1783125417.6729267,pull,0.0,49.88
1783125417.6935325,commit,0.0,49.85
1783125417.7143276,commit,0.0,49.69
1783125417.734997,push,1.16,49.69
1783125417.7554882,push,6.36,49.69
1783125417.7758226,push,6.12,49.69
1783125417.7961152,push,6.13,49.69
1783125417.8164523,push,6.3,49.58
1783125417.83691,push,5.32,49.58
1783125417.8573651,push,6.07,49.58
1783125417.8777735,push,6.4,49.58
1783125417.898088,push,6.12,49.58
1783125417.9184985,push,5.99,49.84
1783125417.9388688,push,6.09,49.84
1783125417.959309,push,6.07,49.84
1783125417.9797122,push,6.41,49.84
1783125418.0000389,push,6.1,50.62
1783125418.0206277,push,3.82,49.9
1783125418.0410092,push,6.1,49.9
1783125418.0614367,push,6.38,49.9
1783125418.081869,push,6.09,49.9
1783125418.1021569,push,5.94,49.9
1783125418.1224837,push,2.49,49.8
1783125418.1428306,push,6.11,49.56
1783125418.1632,push,6.09,49.56
1783125418.183507,push,6.43,49.56
1783125418.2040288,push,6.22,49.56
1783125418.2243707,push,2.72,49.39
1783125418.2447062,push,6.11,49.39
1783125418.2649498,push,6.13,49.39
1783125418.2850986,push,6.17,49.39
1783125418.3052394,push,6.38,49.39
1783125418.3255231,push,5.25,52.3
1783125418.345902,push,22.61,52.9
1783125418.3663683,push,3.45,53.23
