phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.20872902870178223,0,0.011312,20.109375
commit,0.030369997024536133,0,0.008223,20.109375
push,0.3453249931335449,0,0.008662999999999999,20.109375
