phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1542057991027832,0,0.026124999999999995,18.9765625
add,0.029332399368286133,0,0.0045969999999999995,18.9765625
commit,0.03164553642272949,0,0.0067740000000000005,18.9765625
push,0.06273841857910156,0,0.009895,18.9765625
