timestamp,phase,cpu_percent,mem_rss_mb
1783125231.5671616,pull,0.0,11.219
1783125231.6023443,pull,0.0,11.219
1783125231.6358829,pull,0.0,11.219
1783125231.6711638,pull,0.0,11.57
1783125231.7046397,pull,0.0,11.57
1783125231.7378955,pull,0.0,11.57
1783125231.775354,pull,0.0,0.0
1783125231.8169582,commit,0.0,0.0
1783125231.8565788,push,0.0,11.004
1783125231.8930595,push,0.0,11.004
1783125231.9286594,push,0.0,11.004
1783125231.9655378,push,0.0,11.391
1783125232.001322,push,0.0,11.391
1783125232.0375242,push,0.0,11.457
1783125232.0728154,push,0.0,11.457
1783125232.1104403,push,0.0,11.457
1783125232.1470668,push,0.0,11.457
1783125232.1814647,push,0.0,11.457
1783125232.21771,push,0.0,11.457
1783125232.2548745,push,0.0,11.457
1783125232.2887764,push,0.0,11.457
1783125232.3228743,push,0.0,11.457
1783125232.359452,push,27.4,11.457
1783125232.3937988,push,0.0,11.457
1783125232.4268458,push,0.0,11.457
1783125232.4661744,push,0.0,11.457
1783125232.503882,push,0.0,0.0
