timestamp,phase,cpu_percent,mem_mb
1783135984.6430755,clone,0.0,4.35
1783135984.663225,clone,0.0,3.91
1783135984.6834471,clone,0.24,3.14
1783135984.7037086,clone,0.0,3.14
1783135984.724079,clone,0.0,3.13
1783135984.7443697,clone,1.29,3.36
1783135984.7648504,clone,0.0,3.36
1783135984.7852526,clone,0.15,2.78
1783135984.8054419,add,0.0,2.78
1783135984.825678,commit,0.0,2.53
1783135984.8459747,commit,0.0,2.53
1783135984.866175,push,0.83,3.44
1783135984.8864412,push,0.0,3.09
1783135984.9066355,push,0.26,3.07
