timestamp,phase,cpu_percent,mem_rss_mb
1783135231.516873,pull,0.0,11.031
1783135231.5447276,pull,0.0,11.031
1783135231.5730884,pull,0.0,11.305
1783135231.6003304,pull,0.0,11.305
1783135231.6291282,pull,0.0,0.0
1783135231.6641464,commit,0.0,13.746
1783135231.692498,commit,70.5,29.578
1783135231.720631,commit,142.1,43.105
1783135231.748216,commit,72.5,50.156
1783135231.7752898,commit,110.8,51.137
1783135231.8021605,commit,111.6,52.434
1783135231.8291185,commit,74.2,53.988
1783135231.855708,commit,112.8,54.734
1783135231.8823514,commit,112.6,55.402
1783135231.9093332,commit,74.1,57.32
1783135231.9360006,commit,112.5,58.582
1783135231.9627166,commit,112.3,58.855
1783135231.9896362,commit,74.3,59.574
1783135232.0162432,commit,112.8,59.859
1783135232.0430772,commit,111.8,60.262
1783135232.0741506,push,0.0,11.117
1783135232.1018982,push,0.0,11.117
1783135232.1296608,push,0.0,11.523
1783135232.1566455,push,0.0,11.523
1783135232.1842265,push,0.0,11.668
1783135232.212394,push,0.0,11.668
1783135232.2401805,push,0.0,11.695
1783135232.2673178,push,0.0,11.695
1783135232.2946107,push,0.0,11.695
1783135232.322201,push,0.0,11.695
1783135232.3494725,push,0.0,11.695
1783135232.3771954,push,0.0,11.695
1783135232.4048908,push,0.0,11.695
1783135232.4326422,push,0.0,11.695
1783135232.4592626,push,0.0,11.695
1783135232.4867244,push,0.0,11.695
1783135232.5140803,push,0.0,11.695
1783135232.5424218,push,0.0,11.695
1783135232.5703206,push,0.0,11.695
1783135232.5977604,push,36.4,11.695
1783135232.6257577,push,0.0,11.695
1783135232.6537516,push,0.0,11.695
1783135232.6813018,push,0.0,11.695
1783135232.7087708,push,0.0,11.695
1783135232.7366228,push,0.0,11.695
1783135232.763972,push,0.0,11.695
1783135232.7919767,push,0.0,11.695
1783135232.8208735,push,0.0,0.0
