phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14280223846435547,0,0.009954999999999999,20.34765625
commit,0.41142845153808594,0,0.400437,59.98046875
push,0.7775676250457764,0,0.017752999999999998,20.34765625
