phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.1434307098388672,0,0.008496,20.34765625
commit,0.4104454517364502,0,0.396764,60.2578125
push,0.7814996242523193,0,0.020087999999999998,20.34765625
