phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14313411712646484,0,0.010289,20.34765625
commit,0.4116225242614746,0,0.400409,59.93359375
push,0.775139331817627,0,0.017131,20.34765625
