timestamp,phase,cpu_percent,mem_mb
1783135003.7414172,pull,61.39,51.16
1783135003.761607,pull,6.18,51.16
1783135003.7818203,pull,5.9,51.58
1783135003.8021166,pull,5.64,51.58
1783135003.822348,pull,6.16,51.58
1783135003.842599,pull,8.67,53.93
1783135003.8629367,pull,2.7,53.66
1783135003.8832715,commit,0.0,53.62
1783135003.9034986,commit,0.0,53.6
1783135003.923785,commit,0.0,53.6
1783135003.9440298,commit,0.0,53.6
1783135003.9642518,commit,0.0,53.6
1783135003.9846067,commit,0.0,53.6
1783135004.00484,commit,0.03,53.6
1783135004.025076,commit,0.0,53.49
1783135004.0453517,commit,0.0,53.49
1783135004.0655854,commit,0.0,53.49
1783135004.0858068,commit,0.0,53.49
1783135004.1060352,commit,0.0,53.49
1783135004.1263201,commit,0.0,53.49
1783135004.1465597,commit,0.0,53.49
1783135004.166781,commit,0.0,53.49
1783135004.1870022,commit,0.0,53.49
1783135004.2072704,commit,0.0,53.49
1783135004.227491,commit,0.0,53.49
1783135004.2477076,commit,0.0,53.49
1783135004.2679482,commit,0.0,53.49
1783135004.288353,commit,0.0,53.49
1783135004.3088865,push,3.62,53.49
1783135004.3291404,push,6.15,53.49
1783135004.3494754,push,5.87,53.63
1783135004.3697813,push,6.14,53.63
1783135004.3899913,push,6.78,53.93
1783135004.410229,push,6.1,53.93
1783135004.4305146,push,6.31,53.7
1783135004.4507327,push,3.92,54.11
1783135004.4709737,push,6.15,54.11
1783135004.4912043,push,4.13,53.82
1783135004.5114486,push,5.88,54.07
1783135004.5316737,push,6.14,54.0
1783135004.5518925,push,3.67,53.96
1783135004.5722058,push,6.14,53.96
1783135004.5924108,push,4.1,53.58
1783135004.6126282,push,6.08,53.58
1783135004.6328056,push,5.95,54.08
1783135004.653114,push,3.87,54.14
1783135004.6734197,push,6.44,54.14
1783135004.6937242,push,3.49,54.03
1783135004.714039,push,6.14,54.03
1783135004.7342422,push,6.04,54.33
1783135004.7544699,push,4.55,54.1
1783135004.7747188,push,6.16,54.1
1783135004.7949665,push,4.09,54.16
1783135004.815248,push,6.15,54.16
1783135004.8354442,push,5.26,54.32
1783135004.8555934,push,4.98,54.71
1783135004.8759134,push,6.14,54.71
1783135004.8961158,push,3.96,54.27
1783135004.916376,push,6.46,54.27
1783135004.9366505,push,5.49,54.56
1783135004.956921,push,4.75,54.77
1783135004.977161,push,6.15,54.77
1783135004.99741,push,3.99,55.11
1783135005.0177555,push,2.42,55.88
1783135005.038025,push,3.05,56.71
