timestamp,phase,cpu_percent,mem_rss_mb
1783125158.6662357,pull,0.0,11.27
1783125158.700258,pull,0.0,11.27
1783125158.7343385,pull,0.0,11.27
1783125158.7682219,pull,0.0,11.621
1783125158.801857,pull,0.0,11.621
1783125158.835761,pull,0.0,11.621
1783125158.8679712,pull,0.0,0.0
1783125158.8997822,commit,0.0,0.0
1783125158.9307218,push,0.0,11.129
1783125158.9593482,push,0.0,11.129
1783125158.9875512,push,0.0,11.512
1783125159.0157516,push,0.0,11.512
1783125159.044862,push,0.0,11.578
1783125159.0740023,push,0.0,11.578
1783125159.1028433,push,0.0,11.578
1783125159.1310873,push,0.0,11.578
1783125159.1598063,push,0.0,11.578
1783125159.1883085,push,0.0,11.578
1783125159.2170758,push,0.0,11.578
1783125159.2456021,push,0.0,11.578
