phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.23880338668823242,0,0.011486,20.109375
commit,0.03084731101989746,0,0.008228,20.109375
push,0.3454594612121582,0,0.009793,20.109375
