timestamp,phase,cpu_percent,mem_rss_mb
1783135366.6414115,pull,0.0,11.062
1783135366.6693616,pull,0.0,11.062
1783135366.6970043,pull,0.0,11.453
1783135366.7242944,pull,0.0,11.453
1783135366.7525375,pull,0.0,11.457
1783135366.786667,commit,0.0,13.895
1783135366.8147485,commit,71.2,29.488
1783135366.8428395,commit,142.4,42.992
1783135366.8712683,commit,70.3,50.043
1783135366.8984013,commit,110.5,51.125
1783135366.9250154,commit,112.7,52.406
1783135366.9513142,commit,76.1,53.875
1783135366.9776802,commit,113.8,54.621
1783135367.0040832,commit,75.7,55.289
1783135367.030619,commit,113.1,57.207
1783135367.0568612,commit,114.3,58.477
1783135367.0831647,commit,114.0,58.742
1783135367.1096447,commit,113.3,59.461
1783135367.136039,commit,75.8,59.746
1783135367.1625247,commit,113.3,60.148
1783135367.1944046,push,0.0,11.148
1783135367.2218504,push,0.0,11.148
1783135367.2494848,push,0.0,11.617
1783135367.276506,push,0.0,11.617
1783135367.303851,push,0.0,11.762
1783135367.3313115,push,0.0,11.762
1783135367.3586175,push,0.0,11.789
1783135367.386079,push,0.0,11.789
1783135367.413728,push,0.0,11.789
1783135367.4413316,push,0.0,11.789
1783135367.468232,push,0.0,11.789
1783135367.495925,push,0.0,11.789
1783135367.5228782,push,0.0,11.789
1783135367.550406,push,0.0,11.789
1783135367.5787382,push,0.0,11.789
1783135367.6059794,push,0.0,11.789
1783135367.6335955,push,0.0,11.789
1783135367.661132,push,0.0,11.789
1783135367.6886003,push,0.0,11.789
1783135367.715961,push,0.0,11.789
1783135367.7435417,push,0.0,11.789
1783135367.7704437,push,0.0,11.789
1783135367.7981443,push,0.0,11.789
1783135367.825167,push,0.0,11.789
1783135367.8528738,push,36.1,11.789
1783135367.879822,push,0.0,11.789
1783135367.9075744,push,0.0,11.789
1783135367.9351847,push,0.0,0.0
