phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14213085174560547,0,0.009445,20.34765625
commit,0.4121832847595215,0,0.39835099999999996,60.3828125
push,0.7722463607788086,0,0.018365,20.34765625
