timestamp,phase,cpu_percent,mem_mb
1783133416.0517883,clone,0.0,3.13
1783133416.0719428,clone,0.0,3.13
1783133416.0928206,clone,0.23,3.11
1783133416.1130874,clone,0.0,3.11
1783133416.1334026,clone,0.96,3.53
1783133416.1538217,clone,0.51,3.43
1783133416.1741424,clone,0.0,3.18
1783133416.1943183,clone,0.24,2.68
1783133416.2148223,add,0.0,2.6
1783133416.2349505,commit,0.0,2.6
1783133416.2551117,commit,0.0,2.42
1783133416.2753224,push,0.63,2.84
1783133416.2957377,push,0.0,2.84
1783133416.316031,push,0.87,3.17
