timestamp,phase,cpu_percent,mem_mb
1783125386.472896,pull,0.0,48.45
1783125386.4932394,pull,6.1,48.45
1783125386.5135386,pull,6.42,48.45
1783125386.5338488,pull,6.12,48.45
1783125386.5541523,pull,6.07,48.45
1783125386.5744803,pull,5.43,48.49
1783125386.594894,pull,6.09,48.49
1783125386.6152694,pull,6.1,48.49
1783125386.6355782,pull,6.43,48.49
1783125386.6559894,pull,5.28,48.7
1783125386.6763594,pull,9.36,49.14
1783125386.6969495,pull,0.0,49.14
1783125386.717536,commit,0.0,49.09
1783125386.7381735,commit,0.0,49.09
1783125386.7588835,push,0.0,49.09
1783125386.7793217,push,5.41,49.09
1783125386.7996714,push,6.42,49.09
1783125386.8200438,push,6.09,49.09
1783125386.8404107,push,6.42,49.09
1783125386.8608534,push,5.26,48.97
1783125386.881295,push,6.09,48.97
1783125386.9016259,push,6.42,48.97
1783125386.922014,push,6.1,48.97
1783125386.9423518,push,5.91,49.12
1783125386.9627707,push,6.09,49.12
1783125386.983173,push,6.09,49.12
1783125387.0034776,push,6.44,49.12
1783125387.0238838,push,6.33,49.0
1783125387.044227,push,3.52,49.14
1783125387.0646503,push,6.24,49.14
1783125387.0850186,push,6.1,49.14
1783125387.105308,push,6.14,49.14
1783125387.1256955,push,6.4,49.14
1783125387.1460502,push,2.23,48.89
1783125387.1664336,push,6.41,48.89
1783125387.1868606,push,6.07,48.89
1783125387.2071502,push,6.13,48.89
1783125387.2275422,push,6.39,48.89
1783125387.247873,push,2.92,49.19
1783125387.2682464,push,6.1,49.19
1783125387.2885346,push,6.42,49.19
1783125387.3088253,push,6.14,49.19
1783125387.3291562,push,6.46,49.34
1783125387.3495271,push,2.74,49.31
1783125387.3702168,push,19.72,52.02
1783125387.3907769,push,7.78,52.33
