timestamp,phase,cpu_percent,mem_mb
1783135201.329222,pull,0.0,52.16
1783135201.3494368,pull,6.47,52.16
1783135201.3696475,pull,5.92,52.57
1783135201.3899162,pull,5.59,52.57
1783135201.4101486,pull,6.08,52.57
1783135201.4304044,pull,7.88,53.21
1783135201.4506927,pull,3.29,53.34
1783135201.4710052,commit,0.0,53.24
1783135201.4913008,commit,0.0,53.24
1783135201.511593,commit,0.0,53.2
1783135201.531819,commit,0.0,53.2
1783135201.5520499,commit,0.0,53.2
1783135201.5723069,commit,0.0,53.2
1783135201.5925446,commit,0.0,53.2
1783135201.6127408,commit,0.0,53.2
1783135201.6329188,commit,0.0,52.98
1783135201.653155,commit,0.0,52.98
1783135201.6733727,commit,0.0,52.98
1783135201.6935825,commit,0.0,52.98
1783135201.7137887,commit,0.0,52.98
1783135201.734021,commit,0.0,52.98
1783135201.754274,commit,0.0,52.98
1783135201.7744715,commit,0.0,52.98
1783135201.7946343,commit,0.0,52.98
1783135201.8148608,commit,0.0,52.98
1783135201.8350797,commit,0.0,52.98
1783135201.8552713,commit,0.0,52.98
1783135201.875478,commit,0.0,52.98
1783135201.8958104,push,2.01,52.98
1783135201.91602,push,6.17,52.98
1783135201.936212,push,5.29,53.11
1783135201.9564695,push,6.45,53.11
1783135201.9766963,push,6.29,53.32
1783135201.9969137,push,6.43,53.33
1783135202.0171447,push,6.17,53.32
1783135202.0375285,push,4.06,53.36
1783135202.0578167,push,6.14,53.36
1783135202.0780504,push,5.94,53.36
1783135202.0982792,push,3.75,53.44
1783135202.1185596,push,6.45,53.44
1783135202.1387765,push,3.86,53.4
1783135202.159094,push,6.13,53.4
1783135202.1793175,push,5.52,53.43
1783135202.1995525,push,4.77,53.57
1783135202.2197902,push,6.15,53.57
1783135202.240057,push,4.05,53.72
1783135202.2603462,push,6.13,53.72
1783135202.280587,push,5.9,53.72
1783135202.3008041,push,4.69,53.79
1783135202.3210723,push,6.15,53.79
1783135202.341275,push,4.39,53.73
1783135202.3614693,push,6.48,53.71
1783135202.381672,push,4.96,54.16
1783135202.4019122,push,5.05,53.96
1783135202.4221358,push,6.17,53.96
1783135202.4423478,push,3.74,54.04
1783135202.4626007,push,6.45,54.04
1783135202.4828002,push,4.76,53.81
1783135202.503119,push,5.34,53.96
1783135202.5233564,push,6.53,53.85
1783135202.5437393,push,4.3,54.0
1783135202.5640233,push,6.15,54.0
1783135202.5842512,push,4.61,54.46
1783135202.604517,push,2.5,55.55
1783135202.6247847,push,2.52,56.33
