timestamp,phase,cpu_percent,mem_rss_mb
1783135201.3309112,pull,0.0,11.039
1783135201.3588324,pull,0.0,11.039
1783135201.3870363,pull,0.0,11.312
1783135201.4145265,pull,0.0,11.312
1783135201.442734,pull,0.0,0.0
1783135201.478861,commit,0.0,14.805
1783135201.5072453,commit,105.6,30.109
1783135201.5353882,commit,106.6,44.031
1783135201.5632167,commit,71.9,50.141
1783135201.5902996,commit,110.7,51.301
1783135201.6169295,commit,112.7,52.602
1783135201.644069,commit,73.7,54.039
1783135201.6706412,commit,112.9,54.742
1783135201.6974235,commit,112.0,55.609
1783135201.7245076,commit,73.8,57.305
1783135201.7516122,commit,110.7,58.574
1783135201.7788467,commit,146.8,58.926
1783135201.8059564,commit,73.8,59.664
1783135201.8325472,commit,112.8,59.863
1783135201.8591585,commit,75.2,60.25
1783135201.8921225,push,0.0,11.25
1783135201.9197688,push,0.0,11.25
1783135201.9471803,push,0.0,11.727
1783135201.974266,push,0.0,11.727
1783135202.0022402,push,0.0,11.871
1783135202.0303373,push,0.0,11.871
1783135202.0577176,push,0.0,11.898
1783135202.0853267,push,0.0,11.898
1783135202.1126106,push,0.0,11.898
1783135202.140909,push,0.0,11.898
1783135202.1679199,push,0.0,11.898
1783135202.19572,push,0.0,11.898
1783135202.2226512,push,0.0,11.898
1783135202.2509532,push,0.0,11.898
1783135202.277387,push,0.0,11.898
1783135202.3051453,push,0.0,11.898
1783135202.332962,push,0.0,11.898
1783135202.3603618,push,0.0,11.898
1783135202.388104,push,0.0,11.898
1783135202.4156814,push,0.0,11.898
1783135202.4433022,push,0.0,11.898
1783135202.4708211,push,0.0,11.898
1783135202.4984498,push,36.2,11.898
1783135202.526217,push,0.0,11.898
1783135202.5549698,push,0.0,11.898
1783135202.5823402,push,0.0,11.898
1783135202.610185,push,0.0,11.898
