timestamp,phase,cpu_percent,mem_mb
1783135971.7136014,clone,0.0,3.93
1783135971.7337303,clone,0.0,3.5
1783135971.7539022,clone,0.23,3.5
1783135971.774096,clone,0.0,3.5
1783135971.7945278,clone,0.0,3.49
1783135971.814939,clone,1.19,3.85
1783135971.8352485,clone,0.0,3.85
1783135971.855597,clone,0.23,3.16
1783135971.8757977,add,0.0,2.81
1783135971.8959594,commit,0.0,2.81
1783135971.9161696,commit,0.0,2.81
1783135971.9363632,push,0.66,3.45
1783135971.9566312,push,0.0,3.2
1783135971.9769247,push,1.85,4.29
