phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.17920804023742676,0,0.024250999999999998,19.1015625
add,0.03065943717956543,0,0.006755,19.1015625
commit,0.03451347351074219,0,0.007096999999999999,19.1015625
push,0.05865931510925293,0,0.007609,19.1015625
