timestamp,phase,cpu_percent,mem_rss_mb
1783135216.3824759,pull,0.0,11.141
1783135216.4114647,pull,0.0,11.141
1783135216.4406404,pull,0.0,11.547
1783135216.467652,pull,0.0,11.547
1783135216.4958346,pull,0.0,0.0
1783135216.5301914,commit,0.0,13.965
1783135216.5585194,commit,70.6,29.684
1783135216.5867417,commit,106.3,43.355
1783135216.614575,commit,107.8,50.328
1783135216.6415942,commit,111.0,51.309
1783135216.6687877,commit,73.5,52.691
1783135216.6954906,commit,112.4,54.203
1783135216.7219598,commit,113.3,54.906
1783135216.7491276,commit,110.4,55.574
1783135216.7757893,commit,112.5,57.492
1783135216.8023345,commit,75.3,58.762
1783135216.8295257,commit,110.3,59.055
1783135216.8562148,commit,112.4,59.82
1783135216.8826754,commit,75.6,60.039
1783135216.909154,commit,113.3,60.438
1783135216.9415734,push,0.0,11.27
1783135216.969444,push,0.0,11.27
1783135216.9969923,push,0.0,11.738
1783135217.0241132,push,0.0,11.738
1783135217.0523746,push,0.0,11.883
1783135217.0797315,push,0.0,11.883
1783135217.107423,push,0.0,11.91
1783135217.13531,push,0.0,11.91
1783135217.1628401,push,0.0,11.91
1783135217.1907225,push,0.0,11.91
1783135217.2182434,push,0.0,11.91
1783135217.2459958,push,0.0,11.91
1783135217.273383,push,0.0,11.91
1783135217.3006656,push,0.0,11.91
1783135217.327599,push,0.0,11.91
1783135217.356694,push,0.0,11.91
1783135217.3835468,push,0.0,11.91
1783135217.411231,push,0.0,11.91
1783135217.4395504,push,0.0,11.91
1783135217.4672816,push,0.0,11.91
1783135217.4950507,push,0.0,11.91
1783135217.5245845,push,0.0,11.91
1783135217.552494,push,0.0,11.91
1783135217.5804174,push,0.0,11.91
1783135217.608715,push,0.0,11.91
1783135217.6360116,push,0.0,11.91
1783135217.6643527,push,0.0,11.91
1783135217.6933062,push,0.0,11.91
