timestamp,phase,cpu_percent,mem_mb
1783135216.3807619,pull,0.0,55.21
1783135216.4010756,pull,6.12,55.21
1783135216.4213147,pull,6.19,55.6
1783135216.4415839,pull,5.4,55.34
1783135216.4618268,pull,6.17,55.34
1783135216.4820893,pull,7.05,55.98
1783135216.5023782,pull,5.7,56.24
1783135216.5227582,commit,0.0,56.24
1783135216.5431993,commit,0.0,56.16
1783135216.563472,commit,0.0,56.12
1783135216.5837374,commit,0.0,56.12
1783135216.6040728,commit,0.0,56.11
1783135216.6243496,commit,0.0,56.11
1783135216.6446843,commit,0.0,56.11
1783135216.6648712,commit,0.0,56.11
1783135216.6850445,commit,0.0,56.11
1783135216.7052712,commit,0.0,56.11
1783135216.725491,commit,0.0,56.11
1783135216.7456777,commit,0.0,56.11
1783135216.765935,commit,0.0,56.11
1783135216.786154,commit,0.0,56.11
1783135216.8064594,commit,0.0,56.11
1783135216.8266463,commit,0.0,56.11
1783135216.846846,commit,0.0,56.11
1783135216.8670645,commit,0.0,56.11
1783135216.8872814,commit,0.0,56.11
1783135216.9074678,commit,0.0,56.11
1783135216.9277346,commit,0.0,56.11
1783135216.9481194,push,2.89,56.09
1783135216.9683473,push,6.16,56.09
1783135216.9885535,push,5.86,56.14
1783135217.0088086,push,6.16,56.14
1783135217.029022,push,6.67,56.59
1783135217.049211,push,5.73,56.46
1783135217.0695632,push,6.42,56.46
1783135217.0897634,push,3.57,56.41
1783135217.1100826,push,6.13,56.41
1783135217.1303155,push,5.57,56.36
1783135217.150562,push,4.54,56.21
1783135217.1708035,push,6.15,56.21
1783135217.191005,push,4.09,56.29
1783135217.2112825,push,5.87,56.29
1783135217.2314494,push,6.2,56.5
1783135217.251593,push,4.35,56.58
1783135217.271786,push,6.17,56.58
1783135217.2919395,push,3.79,56.6
1783135217.3121681,push,5.6,56.5
1783135217.332402,push,6.45,56.5
1783135217.3525565,push,3.71,56.52
1783135217.3728988,push,6.12,56.52
1783135217.393096,push,5.04,56.63
1783135217.4132845,push,5.39,56.64
1783135217.4335365,push,6.46,56.64
1783135217.4537687,push,3.97,56.64
1783135217.4740427,push,6.15,56.64
1783135217.494261,push,4.37,56.45
1783135217.5144458,push,5.85,56.45
1783135217.5347083,push,6.15,56.45
1783135217.5549316,push,3.99,56.79
1783135217.5751848,push,6.16,56.79
1783135217.5954235,push,5.41,56.83
1783135217.6156995,push,5.57,57.12
1783135217.6359549,push,6.15,57.12
1783135217.6562314,push,2.57,58.0
1783135217.67646,push,2.38,58.03
1783135217.6967065,push,2.71,58.96
