phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1530447006225586,0,0.01437,19.3828125
add,0.029490232467651367,0,0.0022299999999999998,19.3828125
commit,0.032601118087768555,0,0.005413,19.3828125
push,0.06357407569885254,0,0.008095999999999999,19.3828125
