timestamp,phase,cpu_percent,mem_rss_mb
1783125324.3966916,pull,0.0,11.188
1783125324.4314942,pull,0.0,11.188
1783125324.4644237,pull,0.0,11.188
1783125324.4991987,pull,0.0,11.547
1783125324.5333407,pull,0.0,11.547
1783125324.5665603,pull,0.0,11.547
1783125324.6044135,pull,0.0,0.0
1783125324.645843,commit,0.0,0.0
1783125324.684836,push,0.0,11.043
1783125324.7186923,push,0.0,11.043
1783125324.7512953,push,0.0,11.043
1783125324.7860382,push,0.0,11.43
1783125324.8192148,push,0.0,11.43
1783125324.8519504,push,0.0,11.43
1783125324.8866282,push,0.0,11.496
1783125324.9197202,push,0.0,11.496
1783125324.9543707,push,0.0,11.496
1783125324.9895744,push,0.0,11.496
1783125325.0225484,push,0.0,11.496
1783125325.0564437,push,0.0,11.496
1783125325.091403,push,0.0,11.496
1783125325.1240864,push,0.0,11.496
1783125325.1572452,push,0.0,11.496
1783125325.1928344,push,0.0,11.496
1783125325.2260168,push,0.0,11.496
1783125325.2598412,push,0.0,11.496
1783125325.2987883,push,0.0,11.496
1783125325.3354275,push,27.3,0.0
