timestamp,phase,cpu_percent,mem_mb
1783135982.2453778,clone,0.0,3.61
1783135982.2655365,clone,0.0,3.43
1783135982.2858279,clone,0.0,3.43
1783135982.306172,clone,0.25,3.43
1783135982.3268337,clone,0.0,3.43
1783135982.347459,clone,1.2,3.73
1783135982.3677957,clone,0.0,3.22
1783135982.3881931,clone,0.21,2.75
1783135982.4083936,clone,0.0,2.75
1783135982.4285789,add,0.0,2.74
1783135982.4488153,add,0.0,2.74
1783135982.4691162,commit,0.0,2.74
1783135982.489536,commit,0.0,2.74
1783135982.5098245,push,0.97,3.36
1783135982.5301046,push,0.0,3.1
1783135982.5504553,push,2.99,3.6
