phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14194011688232422,0,0.008414,19.48046875
commit,0.40805959701538086,0,0.392145,59.90625
push,0.7728540897369385,0,0.018833,20.0390625
