phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14309167861938477,0,0.009426,20.34765625
commit,0.41280460357666016,0,0.39695199999999997,59.84765625
push,0.7733957767486572,0,0.019088,20.34765625
