timestamp,phase,cpu_percent,mem_mb
1783135140.511704,pull,0.0,51.21
1783135140.532046,pull,6.13,51.21
1783135140.5523324,pull,5.75,51.21
1783135140.5725925,pull,5.59,51.14
1783135140.592847,pull,6.13,51.14
1783135140.6131039,pull,7.12,53.94
1783135140.6334126,pull,4.97,56.47
1783135140.6537871,commit,0.0,56.39
1783135140.6742432,commit,0.0,56.35
1783135140.6945384,commit,0.0,56.35
1783135140.7149272,commit,0.0,56.35
1783135140.7352762,commit,0.0,56.35
1783135140.755593,commit,0.0,56.35
1783135140.775817,commit,0.0,56.35
1783135140.7960346,commit,0.0,56.35
1783135140.816289,commit,0.0,56.35
1783135140.8365269,commit,0.0,56.35
1783135140.85675,commit,0.0,56.35
1783135140.8769774,commit,0.0,56.35
1783135140.8972526,commit,0.0,56.35
1783135140.9174716,commit,0.0,56.35
1783135140.9376898,commit,0.0,56.35
1783135140.957906,commit,0.0,56.35
1783135140.9781964,commit,0.0,56.35
1783135140.9984107,commit,0.0,56.35
1783135141.018643,commit,0.03,56.35
1783135141.03886,commit,0.0,56.35
1783135141.0598502,commit,0.0,56.35
1783135141.0804424,push,3.74,56.35
1783135141.1006958,push,6.16,56.35
1783135141.1209161,push,5.41,56.58
1783135141.141146,push,6.15,56.58
1783135141.161386,push,6.31,56.22
1783135141.1816561,push,6.09,56.21
1783135141.2019615,push,6.15,56.21
1783135141.2222755,push,3.15,56.01
1783135141.2425714,push,6.45,56.01
1783135141.2628083,push,4.46,56.18
1783135141.283124,push,5.1,56.18
1783135141.303348,push,6.17,56.18
1783135141.3235638,push,4.18,56.48
1783135141.343811,push,6.16,56.48
1783135141.364063,push,4.36,56.69
1783135141.384341,push,5.77,56.93
1783135141.4045796,push,6.27,56.93
1783135141.424743,push,3.82,56.68
1783135141.4450116,push,6.15,56.68
1783135141.4652529,push,3.91,56.91
1783135141.4856238,push,6.12,56.91
1783135141.5058477,push,6.3,56.91
1783135141.5260983,push,4.2,56.79
1783135141.5464103,push,6.45,56.79
1783135141.5666606,push,4.03,57.14
1783135141.587112,push,6.08,57.14
1783135141.6074705,push,5.52,57.28
1783135141.6277165,push,4.62,57.22
1783135141.647948,push,6.16,57.22
1783135141.6681452,push,3.81,57.56
1783135141.6883926,push,6.44,57.56
1783135141.7086098,push,6.0,57.73
1783135141.7288666,push,4.35,57.97
1783135141.749193,push,6.13,57.97
1783135141.769395,push,4.33,58.45
1783135141.789648,push,2.3,58.92
1783135141.8098722,push,2.24,59.73
1783135141.8301904,push,0.77,60.24
