timestamp,phase,cpu_percent,mem_rss_mb
1783125246.880211,pull,0.0,11.172
1783125246.9189906,pull,0.0,11.172
1783125246.95207,pull,0.0,11.172
1783125246.9870985,pull,0.0,11.523
1783125247.0206013,pull,0.0,11.523
1783125247.0537512,pull,0.0,11.523
1783125247.091469,pull,26.5,0.0
1783125247.1332219,commit,0.0,0.0
1783125247.1740556,push,0.0,11.129
1783125247.2086172,push,0.0,11.129
1783125247.2414129,push,0.0,11.129
1783125247.2754898,push,0.0,11.445
1783125247.308653,push,0.0,11.445
1783125247.340873,push,0.0,11.445
1783125247.3757536,push,0.0,11.512
1783125247.4090703,push,0.0,11.512
1783125247.4437964,push,0.0,11.512
1783125247.4793165,push,0.0,11.512
1783125247.5127828,push,0.0,11.512
1783125247.5469751,push,0.0,11.512
1783125247.5823557,push,0.0,11.512
1783125247.6156974,push,0.0,11.512
1783125247.65033,push,0.0,11.512
1783125247.6858006,push,0.0,11.512
1783125247.7197118,push,0.0,11.512
1783125247.7561553,push,0.0,11.512
1783125247.7961838,push,0.0,11.512
