timestamp,phase,cpu_percent,mem_mb
1783133401.1669457,clone,0.0,3.66
1783133401.1870968,clone,0.0,3.4
1783133401.2073946,clone,0.25,3.38
1783133401.2277765,clone,0.0,3.38
1783133401.2481306,clone,0.0,3.26
1783133401.2685492,clone,1.46,3.5
1783133401.2889473,clone,0.0,3.25
1783133401.3093884,clone,0.24,2.99
1783133401.329671,add,0.0,2.62
1783133401.3499012,commit,0.0,2.62
1783133401.370221,commit,0.0,2.62
1783133401.390592,push,0.8,2.83
1783133401.4109008,push,0.0,2.83
1783133401.4312398,push,0.92,3.62
