phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.18350481986999512,0,0.031518,19.1015625
add,0.030635595321655273,0,0.007207999999999999,19.1015625
commit,0.03436851501464844,0,0.00724,19.1015625
push,0.06179213523864746,0,0.007135,19.1015625
