timestamp,phase,cpu_percent,mem_mb
1783135977.5927987,clone,0.0,4.39
1783135977.6129398,clone,0.0,3.7
1783135977.6331005,clone,0.15,3.67
1783135977.6532745,clone,0.0,3.67
1783135977.6737216,clone,0.0,3.67
1783135977.6942956,clone,1.22,3.81
1783135977.7147243,clone,0.0,3.81
1783135977.7350578,clone,0.19,3.43
1783135977.7552667,clone,0.03,3.17
1783135977.77559,clone,0.0,3.16
1783135977.7960804,add,0.0,3.16
1783135977.8164015,commit,0.0,3.16
1783135977.8367555,commit,0.0,3.16
1783135977.857026,push,0.48,3.86
1783135977.8772557,push,0.0,3.78
1783135977.8976476,push,2.37,3.9
