timestamp,phase,cpu_percent,mem_rss_mb
1783135306.641376,pull,0.0,11.305
1783135306.6692033,pull,0.0,11.305
1783135306.6971393,pull,0.0,11.703
1783135306.7243578,pull,0.0,11.703
1783135306.7529192,pull,0.0,0.0
1783135306.7881563,commit,0.0,13.363
1783135306.8162382,commit,106.8,28.922
1783135306.8443265,commit,106.8,42.941
1783135306.8721654,commit,107.8,49.793
1783135306.8991172,commit,74.2,50.875
1783135306.9258175,commit,112.4,52.156
1783135306.9528003,commit,111.2,53.668
1783135306.9792795,commit,75.5,54.371
1783135307.0058274,commit,113.0,55.039
1783135307.0322711,commit,113.4,56.957
1783135307.0587022,commit,75.7,58.227
1783135307.0849602,commit,114.3,58.492
1783135307.1112227,commit,76.2,59.211
1783135307.1378307,commit,112.7,59.496
1783135307.1641698,commit,113.9,59.895
1783135307.1950297,push,0.0,11.113
1783135307.2241254,push,0.0,11.113
1783135307.2515988,push,0.0,11.52
1783135307.2789056,push,0.0,11.52
1783135307.3064554,push,0.0,11.664
1783135307.3340511,push,0.0,11.664
1783135307.3624759,push,0.0,11.691
1783135307.3900852,push,0.0,11.691
1783135307.417561,push,0.0,11.691
1783135307.4450243,push,0.0,11.691
1783135307.473142,push,0.0,11.691
1783135307.5008447,push,0.0,11.691
1783135307.5294514,push,0.0,11.691
1783135307.5571666,push,0.0,11.691
1783135307.584693,push,0.0,11.691
1783135307.6121287,push,0.0,11.691
1783135307.6401007,push,0.0,11.691
1783135307.666869,push,0.0,11.691
1783135307.6943934,push,0.0,11.691
1783135307.7221613,push,0.0,11.691
1783135307.7493942,push,0.0,11.691
1783135307.7770045,push,0.0,11.691
1783135307.804274,push,0.0,11.691
1783135307.8319209,push,0.0,11.691
1783135307.859401,push,0.0,11.691
1783135307.8873904,push,0.0,11.691
1783135307.9153676,push,0.0,11.691
