phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14238810539245605,0,0.009172,20.34765625
commit,0.4087865352630615,0,0.39875399999999994,59.6953125
push,0.7510435581207275,0,0.016059,20.34765625
