phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.14249444007873535,0,0.00853,20.34765625
commit,0.41176772117614746,0,0.399661,59.96484375
push,0.7461020946502686,0,0.017394,20.34765625
