timestamp,phase,cpu_percent,mem_mb
1783125036.0861232,pull,0.0,48.83
1783125036.1065192,pull,6.4,48.83
1783125036.1268663,pull,6.12,48.83
1783125036.1473763,pull,6.34,48.83
1783125036.1679432,pull,5.45,48.83
1783125036.1883318,pull,6.09,49.07
1783125036.2087917,pull,6.08,49.07
1783125036.2290967,pull,6.11,49.07
1783125036.2494879,pull,6.4,49.07
1783125036.2698874,pull,5.61,49.73
1783125036.2907205,pull,7.8,49.94
1783125036.3116004,commit,0.0,49.85
1783125036.3320432,commit,0.0,49.85
1783125036.3523493,push,2.39,49.74
1783125036.3726912,push,6.39,49.74
1783125036.3930852,push,6.08,49.73
1783125036.413502,push,6.38,49.73
1783125036.4339423,push,5.41,49.98
1783125036.454328,push,5.9,49.98
1783125036.4748034,push,6.34,49.98
1783125036.4951184,push,6.11,49.98
1783125036.5154128,push,6.43,49.91
1783125036.535861,push,5.46,49.93
1783125036.5562222,push,6.1,49.93
1783125036.5766504,push,6.37,49.93
1783125036.5969548,push,6.12,49.93
1783125036.617344,push,6.26,50.72
1783125036.637736,push,3.75,49.91
1783125036.6581104,push,6.08,49.91
1783125036.678481,push,6.41,49.91
1783125036.6987762,push,6.13,49.91
1783125036.7191393,push,5.01,50.11
1783125036.7395225,push,3.28,50.0
1783125036.7600276,push,6.07,50.0
1783125036.7803342,push,6.42,49.93
1783125036.8008416,push,6.06,49.93
1783125036.821159,push,6.0,49.93
1783125036.8415294,push,7.66,53.41
1783125036.862181,push,20.01,53.2
1783125036.8825777,push,6.4,52.92
1783125036.9030917,push,6.04,52.92
1783125036.9233582,push,6.11,52.92
1783125036.943653,push,3.47,53.02
1783125036.9639616,push,2.97,53.22
1783125036.9843585,push,2.79,53.14
