timestamp,phase,cpu_percent,mem_mb
1783135109.849633,pull,0.0,52.42
1783135109.8697877,pull,6.17,52.41
1783135109.8899853,pull,6.15,52.43
1783135109.9103186,pull,5.44,52.43
1783135109.930577,pull,6.46,52.43
1783135109.950831,pull,8.38,53.43
1783135109.9711661,pull,3.96,53.59
1783135109.9914448,commit,0.0,53.34
1783135110.011696,commit,0.04,53.29
1783135110.0319872,commit,0.0,53.29
1783135110.052247,commit,0.0,53.29
1783135110.0725524,commit,0.0,53.29
1783135110.0928123,commit,0.0,53.29
1783135110.1130366,commit,0.0,53.29
1783135110.1332548,commit,0.0,53.29
1783135110.1535578,commit,0.0,53.29
1783135110.1737812,commit,0.0,53.29
1783135110.1940002,commit,0.0,53.29
1783135110.2142177,commit,0.0,53.29
1783135110.234528,commit,0.0,53.29
1783135110.2547476,commit,0.0,53.29
1783135110.2749684,commit,0.0,53.29
1783135110.2951872,commit,0.0,53.29
1783135110.3154788,commit,0.0,53.29
1783135110.3357003,commit,0.0,53.29
1783135110.355925,commit,0.0,53.29
1783135110.3761444,commit,0.0,53.29
1783135110.3964667,commit,0.0,53.29
1783135110.416858,push,3.52,53.29
1783135110.4371638,push,6.14,53.29
1783135110.4573913,push,5.52,53.38
1783135110.4776318,push,6.16,53.38
1783135110.4978695,push,6.34,53.15
1783135110.5181346,push,6.16,53.15
1783135110.5383952,push,6.26,53.15
1783135110.5586896,push,3.53,53.33
1783135110.579028,push,6.13,53.33
1783135110.599274,push,3.87,53.26
1783135110.6195538,push,6.06,53.26
1783135110.6397817,push,6.15,53.26
1783135110.6600008,push,3.87,53.42
1783135110.6802454,push,6.15,53.42
1783135110.7004783,push,4.43,53.32
1783135110.7207546,push,6.15,53.32
1783135110.7409854,push,5.5,53.24
1783135110.761214,push,4.19,53.49
1783135110.7815206,push,6.45,53.49
1783135110.8018315,push,3.48,53.41
1783135110.8220754,push,6.16,53.41
1783135110.8423407,push,5.2,53.38
1783135110.8626409,push,5.36,53.29
1783135110.8828795,push,6.16,53.29
1783135110.903112,push,3.82,53.69
1783135110.9234562,push,6.44,53.69
1783135110.9437017,push,4.05,53.68
1783135110.9640062,push,5.77,53.68
1783135110.9842365,push,6.17,53.68
1783135111.0045736,push,4.33,53.85
1783135111.0248199,push,6.16,53.85
1783135111.0449705,push,4.28,54.14
1783135111.0651393,push,6.18,54.14
1783135111.0852923,push,5.59,54.12
1783135111.105426,push,2.41,54.93
1783135111.1256092,push,2.39,55.93
1783135111.145842,push,1.91,56.27
