timestamp,phase,cpu_percent,mem_rss_mb
1783134988.1910121,pull,0.0,11.215
1783134988.2187345,pull,0.0,11.215
1783134988.2466197,pull,0.0,11.48
1783134988.274052,pull,0.0,11.48
1783134988.3022153,pull,0.0,0.0
1783134988.3366258,commit,0.0,13.703
1783134988.3667989,commit,99.4,28.746
1783134988.3955016,commit,104.5,42.488
1783134988.4233177,commit,71.9,50.246
1783134988.4502127,commit,111.5,51.227
1783134988.4772859,commit,110.8,52.43
1783134988.5037873,commit,113.2,54.078
1783134988.5309675,commit,110.4,54.824
1783134988.557853,commit,74.4,55.492
1783134988.585101,commit,110.1,57.41
1783134988.611855,commit,74.8,58.68
1783134988.6391742,commit,109.8,58.945
1783134988.6657155,commit,113.0,59.738
1783134988.6921513,commit,75.7,59.957
1783134988.7195187,commit,109.6,60.355
1783134988.7511215,push,0.0,11.234
1783134988.7792366,push,0.0,11.234
1783134988.8067029,push,0.0,11.711
1783134988.8338552,push,0.0,11.711
1783134988.861936,push,0.0,11.855
1783134988.8890638,push,0.0,11.855
1783134988.9168272,push,0.0,11.883
1783134988.9446537,push,0.0,11.883
1783134988.9720433,push,0.0,11.883
1783134988.9999552,push,0.0,11.883
1783134989.0276759,push,0.0,11.883
1783134989.055384,push,0.0,11.883
1783134989.0822227,push,0.0,11.883
1783134989.1098065,push,0.0,11.883
1783134989.1363602,push,0.0,11.883
1783134989.1644094,push,0.0,11.883
1783134989.1917775,push,0.0,11.883
1783134989.2194798,push,0.0,11.883
1783134989.24812,push,0.0,11.883
1783134989.2760973,push,0.0,11.883
1783134989.3033864,push,0.0,11.883
1783134989.3307526,push,0.0,11.883
1783134989.3585355,push,0.0,11.883
1783134989.3855228,push,0.0,11.883
1783134989.4131734,push,0.0,11.883
1783134989.440685,push,0.0,11.883
1783134989.468451,push,0.0,11.883
1783134989.496223,push,0.0,0.0
