timestamp,phase,cpu_percent,mem_mb
1783134988.1900191,pull,0.0,53.93
1783134988.21016,pull,6.19,53.93
1783134988.230339,pull,6.22,53.79
1783134988.2505567,pull,5.62,53.79
1783134988.2707613,pull,6.17,53.79
1783134988.2910035,pull,8.4,55.04
1783134988.311385,pull,3.25,55.02
1783134988.3319142,commit,0.0,54.9
1783134988.3523765,commit,0.0,54.84
1783134988.3726602,commit,0.0,54.78
1783134988.392922,commit,0.0,54.78
1783134988.4132087,commit,0.0,54.78
1783134988.4334788,commit,0.0,54.78
1783134988.4537103,commit,0.0,54.78
1783134988.4739351,commit,0.0,54.58
1783134988.4941964,commit,0.0,54.58
1783134988.514414,commit,0.0,54.58
1783134988.5346618,commit,0.0,54.58
1783134988.554897,commit,0.0,54.58
1783134988.5751479,commit,0.0,54.58
1783134988.5953784,commit,0.0,54.58
1783134988.6156962,commit,0.0,54.58
1783134988.635933,commit,0.0,54.58
1783134988.6562023,commit,0.0,54.58
1783134988.676418,commit,0.0,54.58
1783134988.696734,commit,0.0,54.58
1783134988.716967,commit,0.0,54.58
1783134988.7372642,commit,0.0,54.58
1783134988.7578602,push,3.2,54.75
1783134988.7781165,push,6.15,54.75
1783134988.7984886,push,5.89,54.91
1783134988.8187852,push,6.14,54.91
1783134988.8389888,push,6.39,55.09
1783134988.8591928,push,5.71,54.95
1783134988.8794765,push,6.46,54.95
1783134988.8997056,push,3.78,55.18
1783134988.920007,push,6.14,55.18
1783134988.9402578,push,4.8,55.33
1783134988.9605534,push,5.06,55.29
1783134988.9807909,push,6.16,55.29
1783134989.0010083,push,3.77,55.34
1783134989.0212743,push,6.15,55.34
1783134989.0417283,push,4.79,55.29
1783134989.0620546,push,5.44,55.57
1783134989.0823035,push,6.15,55.57
1783134989.1025348,push,3.98,55.79
1783134989.122817,push,6.14,55.79
1783134989.143025,push,4.71,55.69
1783134989.1632493,push,5.12,55.84
1783134989.1835682,push,6.45,55.84
1783134989.20377,push,4.47,56.08
1783134989.2240264,push,6.15,56.08
1783134989.2442572,push,4.8,56.11
1783134989.2645533,push,5.66,55.99
1783134989.2848282,push,6.21,55.99
1783134989.30511,push,3.85,55.97
1783134989.3253508,push,6.16,55.96
1783134989.345595,push,4.8,55.84
1783134989.3658583,push,5.8,55.84
1783134989.3860824,push,6.46,56.07
1783134989.4063823,push,4.89,56.18
1783134989.4266417,push,6.16,56.18
1783134989.4468503,push,4.17,55.97
1783134989.4670618,push,2.29,57.32
1783134989.4872832,push,2.42,57.32
1783134989.5075874,push,1.26,57.61
