timestamp,phase,cpu_percent,mem_rss_mb
1783135975.2609453,clone,0.0,7.289
1783135975.291559,clone,0.0,7.289
1783135975.3221273,clone,0.0,7.289
1783135975.3520977,clone,0.0,14.391
1783135975.3847854,clone,0.0,14.977
1783135975.4206507,add,0.0,0.0
1783135975.4525926,commit,0.0,0.0
1783135975.4854865,push,0.0,8.07
1783135975.5165088,push,0.0,8.07
