phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.1444253921508789,0,0.010138999999999999,20.22265625
commit,0.4119107723236084,0,0.400304,60.15625
push,0.7728114128112793,0,0.016126,20.22265625
