phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1820979118347168,0,0.030043999999999998,19.1015625
add,0.030759572982788086,0,0.006343,19.2265625
commit,0.032433271408081055,0,0.007566,19.2265625
push,0.06289863586425781,0,0.008603,19.2265625
