timestamp,phase,cpu_percent,mem_mb
1783135974.0480816,clone,0.0,3.58
1783135974.0682685,clone,0.0,2.89
1783135974.0885537,clone,0.0,2.64
1783135974.1087866,clone,0.18,2.64
1783135974.1296434,clone,0.0,2.55
1783135974.150103,clone,1.33,2.84
1783135974.170452,clone,0.0,2.84
1783135974.1908932,clone,0.14,2.47
1783135974.2111232,clone,0.0,2.47
1783135974.2313788,clone,0.0,2.43
1783135974.251717,add,0.0,2.43
1783135974.2720387,commit,0.0,2.43
1783135974.2924755,commit,0.0,2.43
1783135974.3127494,push,1.09,2.68
1783135974.332991,push,0.0,2.68
1783135974.3532104,push,2.47,3.54
