timestamp,phase,cpu_percent,mem_rss_mb
1783125340.2191925,pull,0.0,11.145
1783125340.2538354,pull,0.0,11.145
1783125340.2869058,pull,0.0,11.145
1783125340.3225336,pull,0.0,11.363
1783125340.3551807,pull,0.0,11.363
1783125340.3882766,pull,0.0,11.363
1783125340.426509,pull,0.0,0.0
1783125340.468317,commit,0.0,0.0
1783125340.507928,push,0.0,11.23
1783125340.5428412,push,0.0,11.23
1783125340.5752728,push,0.0,11.23
1783125340.6096437,push,0.0,11.617
1783125340.642499,push,0.0,11.617
1783125340.676036,push,0.0,11.617
1783125340.71133,push,0.0,11.684
1783125340.7440977,push,0.0,11.684
1783125340.7791376,push,0.0,11.684
1783125340.814138,push,0.0,11.684
1783125340.84709,push,0.0,11.684
1783125340.881893,push,0.0,11.684
1783125340.9169052,push,0.0,11.684
1783125340.950063,push,0.0,11.684
1783125340.9851077,push,0.0,11.684
1783125341.0213661,push,0.0,11.684
1783125341.054552,push,0.0,11.684
1783125341.0880556,push,0.0,11.684
1783125341.1252255,push,0.0,11.684
