timestamp,phase,cpu_percent,mem_mb
1783135990.4840147,clone,0.0,4.67
1783135990.5041623,clone,0.0,3.47
1783135990.5244448,clone,0.22,3.45
1783135990.5446448,clone,0.0,3.45
1783135990.5650039,clone,0.15,2.92
1783135990.5861444,clone,1.07,2.92
1783135990.6066468,clone,0.0,2.92
1783135990.6270154,clone,0.15,2.57
1783135990.6472383,add,0.0,2.57
1783135990.667446,commit,0.0,2.57
1783135990.6876712,commit,0.0,2.56
1783135990.707844,push,0.88,3.46
1783135990.7281244,push,0.0,3.21
1783135990.7483149,push,1.17,3.81
