phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
clone,0.1532573699951172,0,0.014976999999999999,19.2578125
add,0.028881072998046875,0,0.0022919999999999998,19.2578125
commit,0.03148317337036133,0,0.006686999999999999,19.2578125
push,0.0901792049407959,0,0.009274,19.2578125
