timestamp,phase,cpu_percent,mem_mb
1783135972.8550313,clone,0.0,4.19
1783135972.8752098,clone,0.0,3.55
1783135972.8953772,clone,0.15,3.35
1783135972.9155202,clone,0.0,3.35
1783135972.9356925,clone,0.0,3.58
1783135972.9558973,clone,1.19,3.5
1783135972.9762125,clone,0.0,3.25
1783135972.9965947,clone,0.17,2.61
1783135973.0168526,add,0.0,2.56
1783135973.037034,commit,0.0,2.44
1783135973.0572329,commit,0.0,2.39
1783135973.0774078,push,0.59,3.09
1783135973.0976286,push,0.0,3.09
1783135973.1178994,push,1.78,3.42
