timestamp,phase,cpu_percent,mem_mb
1783133428.7161689,clone,0.0,3.12
1783133428.7363524,clone,0.0,3.12
1783133428.756664,clone,0.24,3.37
1783133428.7769864,clone,0.0,3.37
1783133428.7974038,clone,0.0,3.24
1783133428.8178487,clone,1.49,2.97
1783133428.838176,clone,0.0,2.97
1783133428.85856,clone,0.21,2.69
1783133428.878766,add,0.0,2.37
1783133428.8990505,add,0.0,2.36
1783133428.9193666,commit,0.0,2.36
1783133428.9396849,push,1.02,3.07
1783133428.9599404,push,0.0,3.07
1783133428.980188,push,0.0,3.07
