timestamp,phase,cpu_percent,mem_mb
1783125097.7999227,pull,0.0,48.43
1783125097.820338,pull,5.54,48.27
1783125097.8406506,pull,6.41,48.27
1783125097.860972,pull,6.09,48.27
1783125097.8813565,pull,6.3,48.52
1783125097.9017901,pull,5.19,48.71
1783125097.922283,pull,6.06,48.71
1783125097.9426913,pull,6.37,48.71
1783125097.9629905,pull,6.13,48.71
1783125097.9833467,pull,5.68,48.66
1783125098.003768,pull,8.87,48.94
1783125098.0248473,pull,0.54,48.77
1783125098.045484,commit,0.0,48.77
1783125098.0660954,commit,0.0,48.77
1783125098.0868247,push,0.0,48.72
1783125098.107235,push,5.67,48.72
1783125098.127585,push,6.39,48.72
1783125098.1479836,push,6.1,48.71
1783125098.1682813,push,6.12,48.71
1783125098.1886094,push,5.56,48.85
1783125098.209134,push,6.02,48.85
1783125098.229435,push,6.41,48.85
1783125098.2498262,push,6.1,48.85
1783125098.270144,push,5.7,49.2
1783125098.2905526,push,6.25,49.2
1783125098.3109617,push,6.08,49.2
1783125098.3312714,push,6.11,49.2
1783125098.351714,push,6.4,49.08
1783125098.3720288,push,4.05,49.37
1783125098.3924093,push,6.04,49.37
1783125098.412787,push,6.09,49.37
1783125098.433086,push,6.13,49.37
1783125098.4535048,push,6.4,49.37
1783125098.473823,push,2.5,49.22
1783125098.494422,push,6.02,49.22
1783125098.514865,push,6.07,49.22
1783125098.5351717,push,6.13,49.22
1783125098.55555,push,6.39,49.22
1783125098.575845,push,2.98,49.73
1783125098.5965648,push,5.97,49.61
1783125098.6169746,push,6.09,49.61
1783125098.637274,push,6.13,49.61
1783125098.657595,push,6.43,49.6
1783125098.6778917,push,3.24,49.6
1783125098.698375,push,10.82,52.6
1783125098.718862,push,12.59,52.8
1783125098.7398016,push,1.15,52.59
