phase,latency_sec,returncode,exact_cpu_time_sec,exact_peak_rss_mb
pull,0.2520411014556885,0,0.014915,20.109375
commit,0.041552066802978516,0,0.016013,20.109375
push,0.6704902648925781,0,0.01875,20.109375
